gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000032939	6348.76048046223	0.222093701152942	0.0433921793432618	5.1182886988927	3.08320402984727e-07	0.0014870293035953
ENSMUSG00000037428	16683.7522086158	0.482914075525579	0.0971310509174841	4.9717785503611	6.63414590738783e-07	0.0015998242855665
ENSMUSG00000045136	30567.1848252027	0.226332879175819	0.0486660467668943	4.65073483901275	3.30754370562616e-06	0.0053174277640783
ENSMUSG00000021675	6807.00530093294	0.28076605414218	0.0618487356681307	4.53956012373026	5.63717050682373e-06	0.0067970183386027
ENSMUSG00000062542	10768.6288298582	0.222840781365814	0.0515342173152037	4.32413244976307	1.53133278104263e-05	0.0147712360059372
ENSMUSG00000031934	4859.37487557887	0.193999376899016	0.0459467938933103	4.22226145635946	2.41863315616695e-05	0.019441779520322
ENSMUSG00000028381	8504.02809470683	0.314064563481815	0.0750170146030684	4.18657774031131	2.83191966612548e-05	0.0195119264996046
ENSMUSG00000023903	6700.83787579517	0.340812414509453	0.0844127120070093	4.03745367736975	5.40345100029424e-05	0.0295688097327832
ENSMUSG00000001420	11064.3872077762	0.225630399466779	0.0561235858056797	4.02024204668593	5.81383771493163e-05	0.0295688097327832
ENSMUSG00000019461	3725.41946940418	0.159304219642905	0.0397493454289258	4.00771932025272	6.13079198274584e-05	0.0295688097327832
ENSMUSG00000059991	9142.41596863668	0.299792484004238	0.0753449318991843	3.97893363823564	6.92250581718113e-05	0.030352041414786
ENSMUSG00000052684	12732.0800475042	0.248104590568615	0.0631281774121879	3.93017192542477	8.48851437767762e-05	0.0341167540362827
ENSMUSG00000032657	35415.5865957923	0.21682476573946	0.0559704347723073	3.87391605267178	0.0001071003183073	0.0397342180920415
ENSMUSG00000032297	4232.91883943781	0.24576611189412	0.064424970315158	3.81476484493305	0.0001363126751941	0.0469597166043857
ENSMUSG00000018507	5489.11215919931	0.231279152396306	0.0611622751524829	3.78140204594592	0.0001559475832918	0.0501423462811106
ENSMUSG00000026426	22265.7995344022	0.147246642372882	0.039314836865038	3.74531993807728	0.0001801640284777	0.0543081943342725
ENSMUSG00000061981	26612.4109889932	0.114442947960229	0.0309800686185822	3.6940831012745	0.000220681628844	0.0626086762302818
ENSMUSG00000032181	53485.1422404897	0.325472424934247	0.0891366303403794	3.65138802859598	0.0002608268129557	0.0662473118091073
ENSMUSG00000034226	2692.30215534041	0.232374091363809	0.0636425342581838	3.65123881492711	0.0002609784209772	0.0662473118091073
ENSMUSG00000029822	25563.6594773664	0.239605644982864	0.066262751741767	3.61599297772348	0.0002991984861515	0.0699801233042734
ENSMUSG00000032249	3282.09187079627	-0.168412013296671	0.0466351403758241	-3.61126849709188	0.0003047030042276	0.0699801233042734
ENSMUSG00000004040	26639.7097090271	0.232639953186121	0.0652472254277909	3.56551488068383	0.0003631425554429	0.0782904011477811
ENSMUSG00000037907	5714.3102599262	0.19191087908263	0.0540806469735216	3.54860545911351	0.0003872768822666	0.0782904011477811
ENSMUSG00000002980	48963.9387595079	0.193140092827764	0.0547173027287693	3.5297809503723	0.0004159038586994	0.0782904011477811
ENSMUSG00000037362	3474.04167500216	-1.69761038906834	0.482214547671731	-3.52044623552915	0.0004308213243775	0.0782904011477811
